Route_id,x,y,z
39,750,0,450
39,675,0,450
40,225,0,600
40,300,0,600
40,375,0,600
40,450,0,600
40,525,0,600
40,600,0,600
40,675,0,600
40,750,0,600
40,825,0,600
40,900,0,600
40,975,0,600
40,1050,0,600
40,1125,0,600
42,225,0,600
42,300,0,600
42,375,0,600
42,450,0,600
42,525,0,600
42,600,0,600
42,675,0,600
43,675,0,600
43,750,0,600
43,825,0,600
43,900,0,600
43,975,0,600
43,1050,0,600
43,1125,0,600
43,1200,0,600
43,1275,0,600
43,1350,0,600
43,1350,0,525
43,1350,0,450
43,1350,0,375
43,1350,0,300
43,1275,0,300
43,1200,0,300
43,1125,0,300
43,1050,0,300
43,975,0,300
43,900,0,300
43,900,0,375
43,900,0,450
43,900,0,525
43,900,0,600
43,975,0,600
43,1050,0,600
43,1125,0,600
46,1125,0,300
46,1050,0,300
46,975,0,300
46,900,0,300
46,900,0,375
46,900,0,450
46,900,0,525
46,900,0,600
46,975,0,600
46,1050,0,600
46,1125,0,600
46,1200,0,600
46,1275,0,600
46,1350,0,600
46,1350,0,525
46,1350,0,450
46,1275,0,450
46,1200,0,450
46,1125,0,450
46,1050,0,450
46,975,0,450
46,900,0,450
46,825,0,450
46,750,0,450
46,675,0,450
46,600,0,450
46,525,0,450
46,450,0,450
46,375,0,450
46,300,0,450
46,225,0,450
47,675,0,0
47,600,0,0
47,525,0,0
47,450,0,0
47,450,0,75
47,450,0,150
47,450,0,225
47,450,0,300
47,375,0,300
47,300,0,300
47,225,0,300
48,1125,0,150
48,1050,0,150
48,975,0,150
48,900,0,150
48,825,0,150
48,750,0,150
48,675,0,150
48,600,0,150
48,525,0,150
48,450,0,150
48,450,0,75
48,450,0,0
48,375,0,0
48,300,0,0
48,225,0,0
49,225,0,300
49,150,0,300
49,75,0,300
49,0,0,300
49,0,0,225
49,0,0,150
49,0,0,75
49,0,0,0
49,75,0,0
49,150,0,0
49,225,0,0
49,300,0,0
49,375,0,0
49,450,0,0
49,450,0,75
49,450,0,150
49,375,0,150
49,300,0,150
49,225,0,150
